,train_loss,val_loss,ji,val_ji,acc,prec,f1,recall,val_acc,val_prec,val_f1,val_recall
2,0.014710135486992923,0.040003049497803055,0.7901892629536715,0.5758278121550878,0.9948815334926951,0.726076483184641,0.7329774236137216,0.7592617429115556,0.9909525463978449,0.7603451063235601,0.2739836648106575,0.17009122918049494
3,0.013432180949232795,0.05139123648405075,0.8093239589170976,0.5221104100346565,0.9954479596831581,0.7570090743628415,0.7649520884860646,0.7797360409389843,0.9901968290408453,0.8005354851484299,0.09751038390095346,0.05575831596797798
4,0.013551650060848757,0.04599437272797028,0.8110282182693481,0.5300820345679919,0.9954634742303328,0.7532978588884527,0.7670828689228405,0.7955073421651667,0.9903289328018824,0.6659252022703489,0.1262703038616261,0.07202794132414662
5,0.014035816439850763,0.017994962555045884,0.8002088330008766,0.730881909529368,0.9951227513226596,0.7456416081298481,0.7508072706786069,0.7729428025809202,0.9938294092814127,0.784857859214147,0.6364532907803854,0.536204551657041
6,0.012475908039645715,0.041345914360135794,0.8246430429545316,0.5497602621714274,0.9959124099124562,0.773789061199535,0.7887680248780684,0.8091705967079509,0.990372454126676,0.6577726031343142,0.19056836888194084,0.11594929359853268
7,0.012534888833761216,0.021832540320853393,0.825294461033561,0.7096250653266907,0.9959088455546986,0.7787013920870695,0.7903875546021895,0.8071970516985113,0.991218681136767,0.5656264424324036,0.5978835299611092,0.6403378148873647
8,0.01277979038317095,0.02052408130839467,0.819941170649095,0.7189820259809494,0.9957485415718772,0.762999147718603,0.7805205003781752,0.8030691878362135,0.9912452697753906,0.5570839047431946,0.6162433177232742,0.6907251427570978
9,0.012259702740067786,0.019052572548389435,0.829955314506184,0.7405698498090109,0.9960449782284824,0.7776671377095309,0.7956126614050432,0.8172836926850405,0.9927839388449987,0.640023484826088,0.6558326135079066,0.6773713976144791
10,0.011983877555890516,0.04309927516927322,0.8336219744248824,0.5657395223776499,0.9961656115271829,0.7902030489661477,0.8019048549912192,0.8186510568315333,0.9908674955368042,0.8012076616287231,0.24169332844515642,0.14744719521452984
11,0.01266065939244899,0.03397699181611339,0.8258497714996338,0.606990709900856,0.9959442615509033,0.7710216673937711,0.7878350607373498,0.814396888830445,0.9889777551094691,0.44709933052460354,0.36344097678860027,0.32294035454591113
12,0.012895675003528595,0.04454921123882135,0.8154425057497892,0.5438209374745687,0.9957167744636536,0.7679645072330128,0.7747927714477886,0.7918496695431796,0.9905651857455572,0.7891192436218262,0.17189706147958836,0.10013724491000175
13,0.012431222217326815,0.01609548491736253,0.8238132736899636,0.7814301798741022,0.9958851088177074,0.7707008936188438,0.7854769143191251,0.8150849009102041,0.9942075659831365,0.6974669595559438,0.724611426393191,0.755104790131251
14,0.0121497011997483,0.04239030430714289,0.830629854852503,0.5598366210858027,0.9960699254816229,0.7783085161989386,0.7967838211493059,0.8208757205442949,0.9902964979410172,0.6040712768832842,0.22485793009400368,0.14275287433216968
15,0.012255593846467409,0.027309516134361427,0.827943923256614,0.5936062435309092,0.9959444197741422,0.7739600961858576,0.7933422202413732,0.8166999816894531,0.9910737077395121,0.7164085408051809,0.3258258340259393,0.2135740965604782
16,0.012425158376043494,0.02394560646886627,0.8247080499475653,0.6935535073280334,0.9958288149400191,0.7641791679642417,0.7877717977220362,0.8234016239643097,0.9917847365140915,0.612210879723231,0.5647251730163892,0.5282017638285955
17,0.0118545637042685,0.023800393100827932,0.8336024587804621,0.696813369790713,0.9960950764742764,0.7775644313205372,0.8025421511043201,0.8328829396854748,0.9921423047780991,0.6492748533686002,0.5707871839404106,0.5180771524707476
18,0.012164383026009256,0.027141634995738666,0.833308610049161,0.6500894824663798,0.9961343169212341,0.7847241038625891,0.7999694509939714,0.8191765666007995,0.9924340595801672,0.8229658206303915,0.46636437873045605,0.3299347423017025
19,0.01210397674956105,0.0378998980546991,0.8323308489539406,0.5776013235251108,0.9961174574765292,0.7795159610834989,0.7961229890584945,0.8278116685422984,0.9909657984972,0.7656816293795904,0.2794802101949851,0.1742409598082304
20,0.011791455119170926,0.023149174482872088,0.8337815295566212,0.695695087313652,0.9961129546165466,0.7821520751172846,0.8008942896669561,0.8270499126477675,0.9922779202461243,0.6598089039325714,0.5677889858682951,0.5034759516517321
21,0.011760013584386218,0.015202299691736698,0.8362439805811102,0.7934346497058868,0.9961399175904014,0.7776250730861317,0.8045587593858893,0.839343320239674,0.994799350698789,0.7472607096036276,0.7431224932273229,0.7408257375160853
22,0.011576634425331246,0.016504216007888317,0.8395109783519398,0.7751461068789164,0.9962802355939692,0.7906671610745517,0.8102639718489213,0.8342601440169595,0.9943651159604391,0.735974058508873,0.713824619849523,0.6953753381967545
23,0.013012050854211504,0.015363177362208566,0.8156982931223783,0.7963256438573202,0.9955216657031666,0.7453231096267701,0.772331075776707,0.8212480413642796,0.9949882576862971,0.7671345223983129,0.74778251349926,0.7305498421192169
24,0.011529308252713897,0.039292071325083576,0.8383843465284868,0.5882817308108012,0.9962389154867692,0.783893493088809,0.8078507661819458,0.8375382965261285,0.9911747922499975,0.7626226047674814,0.3064303634067376,0.1983067033191522
25,0.01150355806404894,0.028098134168734152,0.8395383227955211,0.6715244948863983,0.9962803862311623,0.7829652667045593,0.8092725309458646,0.8457411446354606,0.9926406393448511,0.7819945216178894,0.5159478584925333,0.3891266683737437
26,0.01144368736581369,0.0210155399205784,0.8396555304527282,0.7369255969921747,0.9961934956637296,0.780611686814915,0.8109746889634566,0.8497129971330816,0.9936318049828211,0.7400405605634054,0.6464654356241226,0.5792919397354126
27,0.01151140115477822,0.019412172492593527,0.8433288216590882,0.7462757726510366,0.9964177478443492,0.7937000274658204,0.8143832212144678,0.8427649400450966,0.9935681571563085,0.7245262314875921,0.6630500207344691,0.616670680542787
28,0.01106971868059852,0.02943719256048401,0.8482754696499217,0.6280819028615952,0.9964837020093744,0.7946356339888139,0.8226718599146062,0.8565509937026284,0.9917273869117101,0.7418948461612066,0.41320474445819855,0.29184843599796295
29,0.011279284700073978,0.019752180591846507,0.8428004893389616,0.747312476237615,0.9962977886199951,0.7826337966051968,0.8147812648253008,0.8575423229824413,0.9929469972848892,0.6418876846631368,0.6673767566680908,0.6966249396403631
