,train_loss,val_loss,recall,precision,accuracy,f1_score
0,2.3009422743906742,2.2433952547255016,0.2294238656759262,0.2294238656759262,0.8598952293395996,0.22942385077476501
1,2.2525417032789012,2.2652906690325056,0.28703704476356506,0.28703704476356506,0.8703703880310059,0.28703704476356506
2,2.234506322712195,2.254655224936349,0.3055555522441864,0.3055555522441864,0.8737373948097229,0.3055555522441864
3,2.248897051224943,2.425480081921532,0.2921810746192932,0.2921810746192932,0.8713056445121765,0.2921810746192932
4,2.3108679632671545,2.232354061944144,0.23148147761821747,0.23148147761821747,0.8602693676948547,0.23148147761821747
5,2.268400192260742,2.2897508030846003,0.27263373136520386,0.27263373136520386,0.8677515983581543,0.27263373136520386
6,2.261472970735831,2.273156557764326,0.27983540296554565,0.27983540296554565,0.8690609931945801,0.27983540296554565
7,2.273768047817418,2.2794546513330367,0.2705761194229126,0.2705761194229126,0.8673774600028992,0.2705761194229126
8,2.25319051058566,2.278885852722895,0.2880658507347107,0.2880658507347107,0.870557427406311,0.2880658507347107
9,2.2692013998500635,2.29276256334214,0.2716049253940582,0.2716049253940582,0.8675645589828491,0.2716049253940582
10,2.258298812342472,2.2678343682062057,0.2849794328212738,0.2849794328212738,0.8699962496757507,0.2849794328212738
11,2.250712941904537,2.2900235198792958,0.29012346267700195,0.29012346267700195,0.8709315657615662,0.29012346267700195
12,2.307680066491737,2.31075280053275,0.23456789553165436,0.23456789553165436,0.860830545425415,0.23456789553165436
13,2.3128847040113856,2.2399457466034662,0.22736625373363495,0.22736625373363495,0.8595211505889893,0.22736625373363495
14,2.290560663723555,2.263865448179699,0.24897119402885437,0.24897119402885437,0.8634493350982666,0.24897119402885437
15,2.21955438422375,2.340623140335083,0.3230452537536621,0.3230452537536621,0.87691730260849,0.3230452537536621
16,2.2909045649356528,2.2388460352307273,0.25102880597114563,0.25102880597114563,0.863823413848877,0.25102880597114563
17,2.258108629554999,2.1497433128811063,0.2808642089366913,0.2808642089366913,0.8692480325698853,0.2808642089366913
18,2.2110473533145716,2.2033145995367143,0.3292181193828583,0.3292181193828583,0.8780396580696106,0.3292181193828583
19,2.203264479754401,2.2488899571555003,0.3395061790943146,0.3395061790943146,0.8799102306365967,0.3395061790943146
20,2.217959966815886,2.203058367683774,0.32510289549827576,0.32510289549827576,0.8772914409637451,0.32510289549827576
21,2.2061938672769266,2.159489557856605,0.33539095520973206,0.33539095520973206,0.8791620135307312,0.33539095520973206
22,2.216613591694441,2.158794266836984,0.32510289549827576,0.32510289549827576,0.8772914409637451,0.32510289549827576
23,2.231245939848853,2.179302601587205,0.3096707761287689,0.3096707761287689,0.8744856119155884,0.3096707761287689
24,2.1938964939508283,2.194058418273926,0.3477366268634796,0.3477366268634796,0.8814066648483276,0.3477366268634796
25,2.173911199217937,2.1863491535186768,0.3683127462863922,0.3683127462863922,0.885147750377655,0.3683127760887146
26,2.168266206491189,2.19506193342663,0.374485582113266,0.374485582113266,0.8862701058387756,0.374485582113266
